Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Dominican Republic,DOM,6.117,6.098,6.08,6.064,6.048,6.035,6.025,6.019,6.018,6.022,6.03,6.039,6.048,6.058,6.068,6.081,6.097,6.12,6.15,6.188,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Ecuador,ECU,5.182,5.131,5.091,5.062,5.042,5.033,5.032,5.037,5.047,5.059,5.072,5.082,5.089,5.094,5.096,5.096,5.098,5.101,5.109,5.121,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Egypt, Arab Rep.",EGY,6.548,6.493,6.455,6.425,6.398,6.371,6.342,6.313,6.283,6.252,6.218,6.178,6.132,6.081,6.027,5.971,5.915,5.863,5.817,5.778,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,El Salvador,SLV,6.772,6.736,6.711,6.701,6.705,6.72,6.742,6.769,6.797,6.824,6.848,6.87,6.891,6.913,6.935,6.959,6.984,7.011,7.04,7.07,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Equatorial Guinea,GNQ,13.686,13.406,13.148,12.906,12.677,12.455,12.232,12.005,11.771,11.526,11.273,11.014,10.753,10.496,10.245,10.002,9.768,9.542,9.323,9.112,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Eritrea,ERI,11.43,11.06,10.729,10.43,10.158,9.907,9.671,9.443,9.218,8.992,8.764,8.536,8.311,8.093,7.884,7.686,7.5,7.326,7.163,7.012,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Estonia,EST,13.2,13.3,13.3,13.2,13,12.8,12.9,13,12.5,12.1,11.9,11.5,11.7,11.6,11.8,11.6,11.7,11.8,11.9,11.6,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Eswatini,SWZ,14.877,15.989,16.965,17.753,18.308,18.586,18.566,18.28,17.773,17.08,16.233,15.266,14.226,13.171,12.153,11.235,10.462,9.843,9.376,9.059,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Ethiopia,ETH,14.024,13.498,12.938,12.35,11.741,11.126,10.517,9.932,9.383,8.883,8.441,8.06,7.734,7.455,7.218,7.017,6.844,6.691,6.551,6.418,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Faroe Islands,FRO,7.7,7.7,8.3,8.5,7.9,8.6,8.7,7.9,7.9,7.9,7.2,8,8.5,7.6,8.1,7.7,7.7,8.9,7.7,8,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Fiji,FJI,6.939,6.974,7.031,7.112,7.217,7.343,7.484,7.63,7.771,7.899,8.007,8.086,8.137,8.165,8.174,8.172,8.17,8.18,8.208,8.257,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Finland,FIN,9.5,9.4,9.5,9.4,9.1,9.1,9.1,9.3,9.2,9.3,9.5,9.4,9.6,9.5,9.6,9.6,9.8,9.8,9.9,9.8,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,France,FRA,8.9,8.8,8.8,9.1,8.3,8.5,8.3,8.3,8.5,8.5,8.5,8.4,8.7,8.7,8.4,8.9,8.9,9.1,9.1,9.1,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,French Polynesia,PYF,4.787,4.776,4.771,4.768,4.766,4.77,4.786,4.817,4.866,4.932,5.011,5.098,5.185,5.267,5.345,5.418,5.49,5.566,5.649,5.742,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Gabon,GAB,11.624,11.688,11.693,11.629,11.487,11.263,10.96,10.595,10.189,9.76,9.323,8.893,8.481,8.096,7.749,7.449,7.201,6.998,6.833,6.704,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Gambia, The",GMB,11.256,10.978,10.711,10.454,10.207,9.973,9.753,9.547,9.356,9.179,9.014,8.863,8.723,8.59,8.46,8.329,8.191,8.044,7.887,7.722,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Georgia,GEO,11.68,11.801,11.921,12.054,12.204,12.369,12.542,12.711,12.863,12.992,13.088,13.146,13.168,13.158,13.121,13.062,12.992,12.918,12.849,12.791,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Germany,DEU,10.2,10.1,10.2,10.3,9.9,10.1,10,10.1,10.3,10.4,10.5,10.6,10.8,11.1,10.7,11.3,11.1,11.3,11.5,11.3,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Ghana,GHA,10.402,10.292,10.131,9.93,9.698,9.446,9.192,8.947,8.724,8.528,8.359,8.211,8.072,7.935,7.798,7.663,7.533,7.414,7.309,7.219,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Greece,GRC,9.7,9.4,9.5,9.7,9.6,9.6,9.6,9.9,9.7,9.8,9.8,10,10.6,10.2,10.4,11.2,11,11.6,11.2,11.7,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Greenland,GRL,8,8.3,7.9,7.2,8.4,8.2,7.8,8,7.6,7.8,9,8.4,8,7.9,8.2,8.4,8.7,8.9,8.7,9.8,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Grenada,GRD,7.143,7.192,7.262,7.343,7.435,7.544,7.684,7.863,8.079,8.325,8.585,8.838,9.065,9.252,9.393,9.487,9.538,9.563,9.576,9.582,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Guam,GUM,4.544,4.562,4.584,4.607,4.631,4.658,4.688,4.724,4.766,4.814,4.864,4.915,4.963,5.007,5.047,5.085,5.123,5.166,5.216,5.273,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Guatemala,GTM,6.235,6.075,5.933,5.807,5.694,5.592,5.497,5.407,5.319,5.233,5.15,5.07,4.996,4.932,4.876,4.829,4.791,4.762,4.738,4.72,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Guinea,GIN,15.443,15.262,14.98,14.591,14.104,13.545,12.954,12.379,11.854,11.395,11.002,10.657,10.331,10.003,9.67,9.337,9.013,8.715,8.452,8.225,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Guinea-Bissau,GNB,15.031,14.698,14.371,14.05,13.734,13.417,13.095,12.765,12.427,12.084,11.741,11.404,11.082,10.779,10.499,10.244,10.014,9.805,9.612,9.434,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Guyana,GUY,7.638,7.536,7.445,7.371,7.317,7.279,7.251,7.226,7.199,7.171,7.143,7.123,7.117,7.13,7.162,7.213,7.283,7.365,7.456,7.551,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Haiti,HTI,11.279,11.134,10.983,10.823,10.652,10.474,10.292,10.113,9.943,9.782,9.629,9.48,9.333,9.185,9.037,8.893,8.759,8.638,8.534,8.448,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Honduras,HND,5.239,5.136,5.043,4.957,4.879,4.808,4.742,4.682,4.628,4.578,4.534,4.497,4.468,4.446,4.431,4.424,4.423,4.428,4.437,4.45,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Hong Kong SAR, China",HKG,5.1,5,5.1,5.5,5.4,5.7,5.5,5.7,6,5.9,6,6,6.1,6,6.2,6.3,6.4,6.3,6.4,6.5,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Hungary,HUN,13.3,13,13.1,13.4,13.1,13.5,13.1,13.2,13,13,13,12.9,13,12.8,12.8,13.4,13,13.5,13.4,13.3,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Iceland,ISL,6.5,6.1,6.3,6.3,6.2,6.2,6.3,6.2,6.3,6.3,6.4,6.2,6.1,6.7,6.3,6.6,6.9,6.5,6.4,6.3,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,India,IND,8.692,8.555,8.427,8.306,8.189,8.074,7.958,7.839,7.72,7.602,7.492,7.393,7.312,7.251,7.212,7.194,7.195,7.21,7.234,7.265,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Indonesia,IDN,7.475,7.461,7.432,7.38,7.303,7.203,7.087,6.965,6.849,6.744,6.653,6.579,6.518,6.471,6.437,6.419,6.418,6.433,6.465,6.51,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Iran, Islamic Rep.",IRN,5.077,5.049,5.033,5.03,5.035,5.041,5.039,5.025,4.996,4.955,4.905,4.857,4.82,4.799,4.795,4.805,4.821,4.835,4.843,4.842,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Iraq,IRQ,5.627,5.616,5.627,5.653,5.686,5.716,5.728,5.716,5.677,5.608,5.514,5.401,5.281,5.164,5.057,4.965,4.889,4.826,4.776,4.736,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Ireland,IRL,8.2,7.8,7.5,7.3,7,6.8,6.7,6.4,6.3,6.3,6.1,6.2,6.3,6.4,6.3,6.4,6.4,6.3,6.4,6.3,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Isle of Man,IMN,..,..,11.5,..,..,9.8,..,9.8,..,..,..,..,..,..,..,..,..,..,..,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Israel,ISR,6,5.8,5.8,5.8,5.6,5.6,5.5,5.6,5.4,5.2,5.2,5.3,5.3,5.2,5.2,5.3,5.2,5.2,5,5.1,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Italy,ITA,9.8,9.6,9.8,10.2,9.5,9.8,9.6,9.8,9.9,10,9.9,10,10.3,10,9.8,10.7,10.1,10.7,10.5,10.5,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Jamaica,JAM,6.52,6.632,6.743,6.844,6.931,7.005,7.068,7.127,7.187,7.249,7.31,7.368,7.42,7.463,7.497,7.523,7.542,7.558,7.573,7.591,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Japan,JPN,7.7,7.7,8.1,8.4,8.05,8.53,8.53,8.71,9.1,9.1,9.5,9.9,10,10.1,10.1,10.3,10.5,10.8,11,11.1,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Jordan,JOR,4.129,4.08,4.037,3.999,3.967,3.939,3.914,3.891,3.869,3.849,3.832,3.818,3.809,3.805,3.806,3.813,3.826,3.843,3.864,3.889,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Kazakhstan,KAZ,10.06,9.95,10.05,10.41,10.14,10.37,10.27,10.22,9.74,8.88,8.95,8.72,8.54,8,7.65,7.46,7.37,7.15,7.14,7.19,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Kenya,KEN,12.621,12.489,12.197,11.759,11.196,10.544,9.848,9.158,8.516,7.948,7.467,7.07,6.73,6.428,6.161,5.928,5.734,5.582,5.469,5.393,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Kiribati,KIR,7.918,7.752,7.609,7.488,7.39,7.311,7.247,7.194,7.143,7.091,7.031,6.959,6.875,6.781,6.68,6.578,6.481,6.396,6.329,6.28,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Korea, Dem. People's Rep.",PRK,9.076,8.911,8.734,8.615,8.576,8.614,8.698,8.778,8.82,8.818,8.781,8.727,8.683,8.671,8.696,8.76,8.856,8.97,9.088,9.205,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Korea, Rep.",KOR,5.2,5.1,5.1,5.1,5.1,5.1,5,5,5,5,5.1,5.1,5.3,5.3,5.3,5.4,5.5,5.6,5.8,5.7,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Kosovo,XKX,7.1,7.1,7.1,7,6.9,7,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Kuwait,KWT,2.551,2.558,2.561,2.561,2.557,2.548,2.53,2.504,2.472,2.437,2.404,2.38,2.369,2.376,2.403,2.451,2.518,2.601,2.696,2.802,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Kyrgyz Republic,KGZ,7,6.6,7.1,7.1,6.9,7.2,7.4,7.2,7.1,6.7,6.6,6.5,6.5,6.1,6.1,5.8,5.5,5.4,5.2,5.2,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Lao PDR,LAO,9.827,9.497,9.193,8.912,8.651,8.408,8.181,7.967,7.765,7.574,7.394,7.225,7.07,6.93,6.803,6.691,6.593,6.508,6.434,6.371,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Latvia,LVA,13.6,14.1,14.1,14.2,14.2,14.6,14.9,15,14.2,14,14.3,13.9,14.3,14.3,14.3,14.4,14.6,14.8,15,14.5,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Lebanon,LBN,4.621,4.48,4.352,4.237,4.136,4.051,3.984,3.936,3.907,3.895,3.9,3.92,3.952,3.995,4.048,4.109,4.181,4.263,4.356,4.457,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Lesotho,LSO,16.21,17.244,18.209,19.054,19.734,20.204,20.433,20.434,20.236,19.858,19.325,18.669,17.936,17.177,16.433,15.75,15.157,14.656,14.246,13.926,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Liberia,LBR,14.973,14.532,14.053,13.512,12.913,12.276,11.637,11.036,10.501,10.044,9.662,9.338,9.046,8.763,8.485,8.213,7.957,7.729,7.538,7.381,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Libya,LBY,4.633,4.618,4.597,4.572,4.545,4.527,4.528,4.557,4.615,4.7,4.8,4.901,4.99,5.056,5.095,5.111,5.108,5.099,5.095,5.101,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Liechtenstein,LIE,7.3,6.6,6.4,6.4,5.7,6.2,6.3,6.4,5.8,6.4,6.6,6.8,6.1,6.7,7.2,6.7,7.2,6.6,7.2,6.8,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Lithuania,LTU,11.1,11.6,11.9,12,12.2,13.2,13.7,14.1,13.7,13.3,13.6,13.6,13.7,14,13.7,14.4,14.3,14.2,14.1,13.7,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Luxembourg,LUX,8.6,8.4,8.4,9,7.8,7.8,8,8.1,7.4,7.3,7.4,7.4,7.3,7,6.9,7,6.8,7.1,7.1,6.9,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Macao SAR, China",MAC,3.853,3.83,3.811,3.794,3.78,3.766,3.75,3.73,3.709,3.687,3.668,3.657,3.657,3.671,3.7,3.743,3.8,3.866,3.939,4.018,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Madagascar,MDG,10.199,9.786,9.412,9.074,8.771,8.498,8.249,8.017,7.796,7.583,7.375,7.173,6.98,6.8,6.63,6.472,6.324,6.185,6.055,5.933,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Malawi,MWI,18.137,17.89,17.519,17.017,16.382,15.617,14.733,13.766,12.76,11.754,10.789,9.903,9.113,8.43,7.864,7.415,7.074,6.811,6.597,6.418,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Malaysia,MYS,4.528,4.511,4.501,4.499,4.505,4.52,4.541,4.565,4.591,4.619,4.649,4.683,4.722,4.767,4.818,4.877,4.942,5.014,5.09,5.17,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Maldives,MDV,4.635,4.423,4.246,4.102,3.985,3.889,3.809,3.738,3.671,3.603,3.529,3.445,3.353,3.256,3.157,3.058,2.965,2.883,2.814,2.764,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Mali,MLI,18.292,17.725,17.096,16.437,15.767,15.112,14.492,13.916,13.387,12.91,12.481,12.09,11.72,11.358,11.001,10.649,10.307,9.984,9.686,9.412,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Malta,MLT,7.5,7.4,7.6,7.9,7.5,7.8,7.9,7.6,7.9,7.8,7.3,7.8,8.1,7.6,7.5,7.7,7.3,7.6,7.6,7.3,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,3.7,..,..,..,..,..,..,..,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Mauritania,MRT,9.286,9.244,9.189,9.121,9.039,8.943,8.835,8.717,8.593,8.464,8.33,8.191,8.047,7.9,7.751,7.606,7.468,7.339,7.222,7.118,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Mauritius,MUS,6.7,6.7,6.9,7,6.9,7,7.4,6.9,7.2,7.4,7.3,7.3,7.4,7.5,7.7,7.7,8.1,8,8.5,8.8,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Mexico,MEX,4.737,4.703,4.689,4.7,4.734,4.792,4.869,4.961,5.06,5.163,5.266,5.369,5.471,5.572,5.67,5.763,5.851,5.933,6.01,6.082,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Micronesia, Fed. Sts.",FSM,7.704,7.655,7.614,7.589,7.579,7.572,7.552,7.503,7.417,7.297,7.15,6.991,6.839,6.709,6.611,6.549,6.526,6.534,6.564,6.615,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Moldova,MDA,11.715,11.729,11.759,11.815,11.894,11.979,12.042,12.059,12.018,11.922,11.788,11.642,11.513,11.424,11.386,11.398,11.452,11.528,11.61,11.694,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Monaco,MCO,..,..,..,..,15.9,..,..,..,..,..,..,..,..,..,..,7.6,7.9,..,6.6,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Mongolia,MNG,7.688,7.498,7.335,7.201,7.092,7.004,6.924,6.843,6.756,6.66,6.562,6.468,6.388,6.331,6.296,6.283,6.286,6.299,6.316,6.335,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Montenegro,MNE,9.746,9.875,9.978,10.069,10.152,10.223,10.273,10.293,10.283,10.25,10.21,10.18,10.177,10.208,10.276,10.372,10.484,10.592,10.682,10.751,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Morocco,MAR,6.341,6.246,6.13,5.998,5.852,5.701,5.559,5.436,5.339,5.269,5.225,5.199,5.181,5.163,5.142,5.118,5.093,5.072,5.06,5.057,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Mozambique,MOZ,16.462,16.09,15.734,15.396,15.072,14.755,14.436,14.099,13.735,13.336,12.89,12.387,11.832,11.24,10.628,10.025,9.463,8.964,8.544,8.208,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Myanmar,MMR,9.864,9.783,9.703,9.622,9.538,9.447,9.347,9.236,9.116,8.989,8.858,8.726,8.598,8.48,8.377,8.295,8.238,8.206,8.199,8.215,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Namibia,NAM,12.685,13.18,13.566,13.826,13.943,13.89,13.647,13.234,12.687,12.039,11.342,10.652,10.012,9.458,9.009,8.669,8.423,8.23,8.057,7.894,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Nepal,NPL,8.518,8.225,7.963,7.733,7.534,7.363,7.218,7.095,6.989,6.897,6.815,6.74,6.672,6.611,6.555,6.502,6.451,6.404,6.361,6.322,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Netherlands,NLD,8.8,8.7,8.8,8.7,8.4,8.4,8.3,8.1,8.2,8.1,8.2,8.1,8.4,8.4,8.3,8.7,8.7,8.8,8.9,8.8,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,New Caledonia,NCL,5.1,5.2,5.1,5,4.9,4.9,4.7,5,4.8,5.1,4.8,5.2,5.1,5.2,5.2,5.4,5.7,5.5,5.8,5.8,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,New Zealand,NZL,6.91,7.16,7.1,6.95,6.95,6.54,6.75,6.75,6.85,6.73,6.53,6.86,6.82,6.65,6.87,6.85,6.61,6.92,6.78,6.87,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Nicaragua,NIC,5.335,5.254,5.19,5.146,5.118,5.102,5.094,5.089,5.083,5.075,5.063,5.05,5.038,5.031,5.029,5.032,5.039,5.049,5.061,5.075,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Niger,NER,17.234,16.666,16.091,15.503,14.904,14.296,13.683,13.073,12.477,11.901,11.353,10.838,10.359,9.916,9.511,9.145,8.82,8.529,8.268,8.033,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Nigeria,NGA,17.895,17.675,17.397,17.063,16.682,16.267,15.836,15.409,15.002,14.622,14.27,13.942,13.623,13.307,12.994,12.686,12.39,12.114,11.86,11.63,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,North Macedonia,MKD,8.302,8.373,8.47,8.595,8.743,8.905,9.067,9.215,9.339,9.437,9.511,9.566,9.616,9.669,9.73,9.801,9.88,9.965,10.051,10.139,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.3,..,..,..,..,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Norway,NOR,9.8,9.7,9.8,9.3,9,8.9,8.9,8.9,8.7,8.6,8.5,8.4,8.4,8.1,7.9,7.8,7.8,7.7,7.7,7.6,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Oman,OMN,3.518,3.413,3.319,3.233,3.153,3.079,3.011,2.95,2.894,2.843,2.794,2.745,2.695,2.643,2.592,2.542,2.498,2.462,2.436,2.422,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Pakistan,PAK,8.862,8.693,8.539,8.397,8.269,8.149,8.034,7.92,7.804,7.686,7.568,7.454,7.349,7.257,7.176,7.107,7.048,6.994,6.942,6.893,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Palau,PLW,6.5,7,6.7,6.7,6.9,6.7,7.2,7.5,8.4,8.5,8.1,8.3,9.4,10.9,9.5,7.7,9.9,10.3,7.8,10.8,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Panama,PAN,4.783,4.787,4.795,4.806,4.821,4.838,4.856,4.874,4.892,4.909,4.925,4.94,4.954,4.969,4.985,5.003,5.024,5.048,5.076,5.108,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Papua New Guinea,PNG,9.546,9.459,9.36,9.247,9.119,8.981,8.84,8.703,8.576,8.458,8.348,8.24,8.128,8.008,7.882,7.755,7.632,7.521,7.427,7.352,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Paraguay,PRY,5.511,5.465,5.428,5.403,5.39,5.387,5.391,5.398,5.404,5.407,5.408,5.407,5.406,5.407,5.412,5.422,5.44,5.465,5.498,5.539,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Peru,PER,5.485,5.427,5.383,5.353,5.332,5.319,5.311,5.305,5.302,5.3,5.299,5.299,5.302,5.309,5.324,5.348,5.386,5.438,5.503,5.579,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Philippines,PHL,5.432,5.442,5.453,5.461,5.466,5.469,5.478,5.497,5.529,5.572,5.623,5.674,5.719,5.754,5.78,5.798,5.815,5.839,5.873,5.92,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Poland,POL,9.6,9.5,9.4,9.6,9.5,9.6,9.7,9.9,10,10.1,9.9,9.9,10.1,10.2,9.9,10.4,10.2,10.6,10.9,10.8,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Portugal,PRT,10.2,10.1,10.2,10.4,9.7,10.2,9.7,9.8,9.9,9.9,10,9.7,10.2,10.2,10.1,10.5,10.7,10.7,11,10.9,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Puerto Rico,PRI,7.48,7.5,7.28,7.31,7.46,7.6,7.29,7.44,7.61,7.78,7.833,8,8.1,8.1,8.5,8.084,8.86,9.222,9.063,9.4,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Qatar,QAT,1.941,1.896,1.836,1.763,1.679,1.589,1.497,1.409,1.33,1.263,1.211,1.173,1.148,1.132,1.127,1.131,1.146,1.169,1.202,1.244,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Romania,ROU,11.4,11.7,12.4,12.4,12.1,12.3,12.2,12.1,12.3,12.6,12.8,12.5,12.7,12.4,12.8,13.2,13.1,13.4,13.6,13.4,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Russian Federation,RUS,17.1,17.3,18.2,18.4,18.1,18.6,17.4,16.7,16.7,16.3,16.1,15.2,14.8,14.5,14.5,14.4,14.2,13.7,13.6,13.3,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Rwanda,RWA,14,13.388,13.233,13.007,12.549,11.796,10.799,9.75,8.799,7.979,7.31,6.79,6.384,6.059,5.801,5.597,5.435,5.308,5.208,5.123,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Samoa,WSM,6.316,6.218,6.128,6.055,6,5.963,5.941,5.925,5.907,5.883,5.848,5.795,5.727,5.645,5.554,5.461,5.372,5.296,5.239,5.202,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,San Marino,SMR,..,..,..,..,6.3,7.3,7.5,7.2,6,6.3,6.5,6.8,7.1,7.5,7.7,7.1,7.6,8.2,7.1,7.2,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Sao Tome and Principe,STP,9.054,8.672,8.282,7.895,7.52,7.167,6.844,6.551,6.287,6.053,5.848,5.669,5.509,5.364,5.232,5.111,5.002,4.908,4.828,4.761,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Saudi Arabia,SAU,3.691,3.647,3.614,3.591,3.575,3.561,3.546,3.53,3.51,3.488,3.464,3.441,3.422,3.41,3.407,3.412,3.426,3.446,3.472,3.505,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Senegal,SEN,10.752,10.508,10.212,9.878,9.516,9.137,8.749,8.363,7.987,7.632,7.305,7.013,6.753,6.522,6.319,6.141,5.985,5.845,5.716,5.596,..
